task_id,line,machines,station,stations,frequency,seq,part_name,action,standard,pic_label,doc_no,doc_rev,doc_effective,source_sheet,active
EB7DDC4C8E,AHP,AHP1,OP3,OP3,SHIFTLY,23,Debu Di Kolong Mesin,"Bersihkan dengan di semprot air gun,sapu dan Vacumm Cleaner dan pastikan tidak ada debu yang menempel",Bebas dari debu NWO dan akumulasi glue,OP 3,DAM/FRM/MEX-08,00,31 Agustus 2023,Shiftly & Daily OP 3,TRUE
5515724E5F,AHP,AHP1,OP3,OP3,SHIFTLY,24,All Roller,Bersihkan dengan Spatula yang diberikan cairan kebersihan toluen,Bebas dari akumulasi glue,OP 3,DAM/FRM/MEX-08,00,31 Agustus 2023,Shiftly & Daily OP 3,TRUE
2335524A9E,AHP,AHP1,OP3,OP3,SHIFTLY,25,All Roller,Lakukan Pengecekan kondisi fisik roller Buat EWO ke team Engineering apabila diperlukan penggantian part,Tidak ada roller macet,OP 3,DAM/FRM/MEX-08,00,31 Agustus 2023,Shiftly & Daily OP 3,TRUE
986D8D66D6,AHP,AHP1,OP3,OP3,SHIFTLY,26,Lantai (Front & Back) mesin,Bersihkan dengan disapu dan Vacumm Cleaner dan pastikan tidak ada debu yang menempel,Bebas dari debu,OP 3,DAM/FRM/MEX-08,00,31 Agustus 2023,Shiftly & Daily OP 3,TRUE
143DFFC068,AHP,AHP1,OP3,OP3,SHIFTLY,27,Selang angin,Ganti selang,Tidak ada Kebocoran angin,OP 3,DAM/FRM/MEX-08,00,31 Agustus 2023,Shiftly & Daily OP 3,TRUE
CA72DDC02F,AHP,AHP1,OP3,OP3,SHIFTLY,28,Flexible hose/Selang vaccum,Ganti selang,Tidak ada Kebocoran vaccum,OP 3,DAM/FRM/MEX-08,00,31 Agustus 2023,Shiftly & Daily OP 3,TRUE
781AD86CB3,AHP,AHP1,OP3,OP3,SHIFTLY,29,Safety Door Acrylic,Lakukan Pengecekan kondisi fisik safety door acrylic Buat EWO ke team Engineering apabila diperlukan penggantian part,Tidak ada yang pecah,OP 3,DAM/FRM/MEX-08,00,31 Agustus 2023,Shiftly & Daily OP 3,TRUE
09D26F03A7,AHP,AHP1,OP3,OP3,SHIFTLY,30,All Shaft/AS unwinder,Lakukan Pengecekan kondisi fisik Shaft unwinder Buat EWO ke team Engineering apabila diperlukan penggantian part,Tidak ada Shaft/AS bocor,OP 3,DAM/FRM/MEX-08,00,31 Agustus 2023,Shiftly & Daily OP 3,TRUE
955EE11148,AHP,AHP1,OP1,OP1,WEEKLY,1,Selang SAP,Lakukan Pengecekan kondisi fisik selang SAP (Adjustment) Buat EWO ke team Engineering apabila diperlukan penggantian part,Pastikan kondisi selang tidak sobek (Bocor),OP 1,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 1,TRUE
B69ECC6B6D,AHP,AHP1,OP1,OP1,WEEKLY,2,Belt Feeding SAP 1&2,Bersihkan dengan Sikat dan disemprot air gun dan pastikan tidak ada debu/kerak yang menempel,Bebas dari kerak fluff dan SAP,OP 1,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 1,TRUE
AC0D44CFE0,AHP,AHP1,OP1,OP1,WEEKLY,3,Chamber Drum Forming,Bersihkan dengan di semprot air gun dan pastikan tidak ada debu yang menempel,Bebas dari kerak fluff,OP 1,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 1,TRUE
9959CFD979,AHP,AHP1,OP1,OP1,WEEKLY,4,Drum Forming,Bersihkan dengan disemprot air gun dan pastikan tidak ada debu/kerak yang menempel,Bebas dari kerak fluff,OP 1,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 1,TRUE
2E36DBD495,AHP,AHP1,OP1,OP1,WEEKLY,5,All Conveyor Belt,"Bersihkan dengan cara di lap NWO sisa splicing yang diberikan cairan toluen, divaccum menggunakan vaccum cleaner, dan pastikan tidak ada debu/kerak yang menempel","Bebas dari debu NWO,akumulasi glue dan vacum tidak mampet",OP 1,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 1,TRUE
F69173299C,AHP,AHP1,OP1,OP1,WEEKLY,6,All Conveyor Belt,Kencangkan baut roller dan adjuster belt,Kondisi baut kencang dan marking baut sejajar,OP 1,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 1,TRUE
27BF242CB5,AHP,AHP1,OP1,OP1,WEEKLY,7,Debu Di Lantai atas Mesin,"Bersihkan dengan di semprot air gun,sapu dan Vacumm Cleaner dan pastikan tidak ada debu yang menempel",Bebas dari debu NWO dan akumulasi glue,OP 1,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 1,TRUE
AEEF0FB174,AHP,AHP1,OP1,OP1,WEEKLY,8,Ducting,Bersihkan dengan sapu sawang dan Vacumm Cleaner dan pastikan tidak ada debu yang menempel,Bebas dari debu NWO dan akumulasi glue,OP 1,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 1,TRUE
052C3F194C,AHP,AHP1,OP2,OP2,WEEKLY,1,Transfer Core Cutter,"Bersihkan dengan cara di lap NWO sisa splicing yang diberikan cairan toluen, disemprot air gun, dan pastikan tidak ada debu/kerak yang menempel",Bebas dari debu fluff dan NWO,OP 2,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 2,TRUE
506ACEF31B,AHP,AHP1,OP2,OP2,WEEKLY,2,Core Cutter,"Lakukan Pengecekan kondisi fisik flat belt,spons dan vacum anvil (Adjustment) Buat EWO ke team Engineering apabila diperlukan penggantian part","Pastikan kondisi conveyor flat belt before dan after,Spons core pad cutter tidak sobek dan tidak bergeser",OP 2,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 2,TRUE
972F73A12E,AHP,AHP1,OP2,OP2,WEEKLY,3,Pad Turning,"Bersihkan dengan cara di lap NWO sisa splicing yang diberikan cairan toluen, disemprot air gun, dan pastikan tidak ada debu/kerak yang menempel",Bebas dari debu fluff dan NWO,OP 2,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 2,TRUE
129B53FAE8,AHP,AHP1,OP2,OP2,WEEKLY,4,Pad Turning (Rotator),Cek kondisi kebersihan pad Turning,Lubang vacum Pad Turning (Rotator) tidak ada akumulasi glue,OP 2,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 2,TRUE
F20DA16538,AHP,AHP1,OP2,OP2,WEEKLY,5,Bifolding Vertikal,"Bersihkan dengan cara di lap NWO sisa splicing yang diberikan cairan toluen, disemprot air gun, dan pastikan tidak ada debu/kerak yang menempel",Bebas dari debu fluff dan NWO,OP 2,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 2,TRUE
B39AAEF2B3,AHP,AHP1,OP2,OP2,WEEKLY,6,All Conveyor Belt,"Bersihkan dengan cara di lap NWO sisa splicing yang diberikan cairan toluen, divaccum menggunakan vaccum cleaner, dan pastikan tidak ada debu/kerak yang menempel","Bebas dari debu NWO,akumulasi glue dan vacum tidak mampet",OP 2,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 2,TRUE
4D028C49DF,AHP,AHP1,OP2,OP2,WEEKLY,7,All Conveyor Belt,Kencangkan baut roller dan adjuster belt,Kondisi baut kencang dan marking baut sejajar,OP 2,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 2,TRUE
35DBFF69FB,AHP,AHP1,OP2,OP2,WEEKLY,8,Debu Di Lantai atas Mesin,"Bersihkan dengan di semprot air gun,sapu dan Vacumm Cleaner dan pastikan tidak ada debu yang menempel",Bebas dari debu NWO dan akumulasi glue,OP 2,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 2,TRUE
43B5723F41,AHP,AHP1,OP2,OP2,WEEKLY,9,Ducting,Bersihkan dengan sapu sawang dan Vacumm Cleaner dan pastikan tidak ada debu yang menempel,Bebas dari debu NWO dan akumulasi glue,OP 2,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 2,TRUE
25726CF811,AHP,AHP1,OP3,OP3,WEEKLY,1,Twist Belt,"Bersihkan dengan cara di lap NWO sisa splicing yang diberikan cairan toluen, dan pastikan tidak ada debu/kerak yang menempel",Bebas dari debu fluff dan NWO,OP 3,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 3,TRUE
35AEA3BFD3,AHP,AHP1,OP3,OP3,WEEKLY,2,Bifolding Horizontal,"Bersihkan dengan cara di lap NWO sisa splicing yang diberikan cairan toluen, dan pastikan tidak ada debu/kerak yang menempel",Bebas dari debu fluff dan NWO,OP 3,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 3,TRUE
82AC444C04,AHP,AHP1,OP3,OP3,WEEKLY,3,Ultrasonic Sponge Belt Convey,"Bersihkan dengan cara di lap NWO sisa splicing , disemprot air gun, dan pastikan tidak ada debu/kerak yang menempel",Bebas dari debu fluff dan NWO,OP 3,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 3,TRUE
214A97414D,AHP,AHP1,OP3,OP3,WEEKLY,4,Final Cutting,"Bersihkan dengan cara di lap NWO sisa splicing , disemprot air gun, dan pastikan tidak ada debu/kerak yang menempel",Bebas dari debu fluff dan NWO,OP 3,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 3,TRUE
6C00F2198B,AHP,AHP1,OP3,OP3,WEEKLY,5,Final Pad Turning,"Bersihkan dengan cara di lap NWO sisa splicing , disemprot air gun, dan pastikan tidak ada debu/kerak yang menempel",Bebas dari debu fluff dan NWO,OP 3,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 3,TRUE
21146C5231,AHP,AHP1,OP3,OP3,WEEKLY,6,Waist Folding Vacuum,"Bersihkan dengan cara di lap NWO sisa splicing , disemprot air gun, dan pastikan tidak ada debu/kerak yang menempel",Bebas dari debu fluff dan NWO,OP 3,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 3,TRUE
DC0E9A0DB1,AHP,AHP1,OP3,OP3,WEEKLY,7,Second Folding,"Bersihkan dengan cara di lap NWO sisa splicing, dan pastikan tidak ada debu/kerak yang menempel",Bebas dari debu fluff dan NWO,OP 3,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 3,TRUE
2EB621C12F,AHP,AHP1,OP3,OP3,WEEKLY,8,Final Product Switch Convey,"Bersihkan dengan cara di lap NWO sisa splicing , disemprot air gun, dan pastikan tidak ada debu/kerak yang menempel",Bebas dari debu fluff dan NWO,OP 3,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 3,TRUE
53E2427E63,AHP,AHP1,OP3,OP3,WEEKLY,9,Conveyor to Stacker,"Bersihkan dengan cara di lap NWO sisa splicing , disemprot air gun, dan pastikan tidak ada debu/kerak yang menempel",Bebas dari debu fluff dan NWO,OP 3,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 3,TRUE
32D7AA9351,AHP,AHP1,OP3,OP3,WEEKLY,10,Product Stair Retard,"Bersihkan dengan cara di lap NWO sisa splicing , disemprot air gun, dan pastikan tidak ada debu/kerak yang menempel",Bebas dari debu fluff dan NWO,OP 3,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 3,TRUE
D7ACE7DC8D,AHP,AHP1,OP3,OP3,WEEKLY,11,Sponge Belt Product Convey,"Bersihkan dengan cara di lap NWO sisa splicing , disemprot air gun, dan pastikan tidak ada debu/kerak yang menempel",Bebas dari debu fluff dan NWO,OP 3,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 3,TRUE
61E97AFD8A,AHP,AHP1,OP3,OP3,WEEKLY,12,Before Sachet Cutting Convey,"Bersihkan dengan cara di lap NWO sisa splicing , disemprot air gun, dan pastikan tidak ada debu/kerak yang menempel",Bebas dari debu fluff dan NWO,OP 3,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 3,TRUE
46D0502B3A,AHP,AHP1,OP3,OP3,WEEKLY,13,Sachet Cutting,Bersihkan dengan cara disikat dengan sikat kuningan dan pastikan tidak ada debu/kerak yang menempel,Bebas dari debu fluff dan NWO,OP 3,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 3,TRUE
B3B53B7E29,AHP,AHP1,OP3,OP3,WEEKLY,14,After Sachet Cutting Convey,"Bersihkan dengan cara di lap NWO sisa splicing , disemprot air gun, dan pastikan tidak ada debu/kerak yang menempel",Bebas dari debu fluff dan NWO,OP 3,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 3,TRUE
D54C3888E5,AHP,AHP1,OP3,OP3,WEEKLY,15,All Conveyor Belt,"Bersihkan dengan cara di lap NWO sisa splicing yang diberikan cairan toluen, divaccum menggunakan vaccum cleaner, dan pastikan tidak ada debu/kerak yang menempel","Bebas dari debu NWO,akumulasi glue dan vacum tidak mampet",OP 3,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 3,TRUE
A7A9A1BED9,AHP,AHP1,OP3,OP3,WEEKLY,16,All Conveyor Belt,Kencangkan baut roller dan adjuster belt,Kondisi baut kencang dan marking baut sejajar,OP 3,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 3,TRUE
2577A3D23E,AHP,AHP1,OP3,OP3,WEEKLY,17,Debu Di Lantai atas Mesin,"Bersihkan dengan di semprot air gun,sapu dan Vacumm Cleaner dan pastikan tidak ada debu yang menempel",Bebas dari debu NWO dan akumulasi glue,OP 3,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 3,TRUE
2928708CCD,AHP,AHP1,OP3,OP3,WEEKLY,18,Ducting,Bersihkan dengan sapu sawang dan Vacumm Cleaner dan pastikan tidak ada debu yang menempel,Bebas dari debu NWO dan akumulasi glue,OP 3,DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly OP 3,TRUE
9EBAC56744,AHP,AHP1,PACKER1,PACKER1,WEEKLY,1,Part & Lantai & Pintu Akrilik Mesin (Frame FD1#-1),"Bersihkan dengan cara di lap popok bekas, NWO sisa splicing yang diberikan cairan toluen, disemprot air gun","Bebas dari debu fluff, sisa glue, dan NWO",Packer 1 (Wanita),DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly PACKER 1,TRUE
1C21E14615,AHP,AHP1,PACKER1,PACKER1,WEEKLY,2,Part & Lantai & Pintu Akrilik Mesin (Frame FD2#-1),"Bersihkan dengan cara di lap popok bekas, NWO sisa splicing yang diberikan cairan toluen, disemprot air gun","Bebas dari debu fluff, sisa glue, dan NWO",Packer 1 (Wanita),DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly PACKER 1,TRUE
A77C5D64EC,AHP,AHP1,PACKER1,PACKER1,WEEKLY,3,Part & Lantai & Pintu Akrilik Mesin (Frame FD3#-1),"Bersihkan dengan cara di lap popok bekas, NWO sisa splicing yang diberikan cairan toluen, disemprot air gun","Bebas dari debu fluff, sisa glue, dan NWO",Packer 1 (Wanita),DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly PACKER 1,TRUE
306DD97A28,AHP,AHP1,PACKER1,PACKER1,WEEKLY,4,Part & Lantai & Pintu Akrilik Mesin (Frame FD3#-2),"Bersihkan dengan cara di lap popok bekas, NWO sisa splicing yang diberikan cairan toluen, disemprot air gun","Bebas dari debu fluff, sisa glue, dan NWO",Packer 1 (Wanita),DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly PACKER 1,TRUE
748173BA8D,AHP,AHP1,PACKER2,PACKER2,WEEKLY,1,Part & Lantai & Pintu Akrilik Mesin (Frame FD4#-1),"Bersihkan dengan cara di lap popok bekas, NWO sisa splicing yang diberikan cairan toluen, disemprot air gun","Bebas dari debu fluff, sisa glue, dan NWO",Packer 2 (Pria),DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly PACKER 2,TRUE
A2B6F2DF5A,AHP,AHP1,PACKER2,PACKER2,WEEKLY,2,Part & Lantai & Pintu Akrilik Mesin (Frame FD4#-2),"Bersihkan dengan cara di lap popok bekas, NWO sisa splicing yang diberikan cairan toluen, disemprot air gun","Bebas dari debu fluff, sisa glue, dan NWO",Packer 2 (Pria),DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly PACKER 2,TRUE
9A08FE8EA8,AHP,AHP1,PACKER2,PACKER2,WEEKLY,3,Part & Lantai & Pintu Akrilik Mesin (Frame FD4#-3),"Bersihkan dengan cara di lap popok bekas, NWO sisa splicing yang diberikan cairan toluen, disemprot air gun","Bebas dari debu fluff, sisa glue, dan NWO",Packer 2 (Pria),DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly PACKER 2,TRUE
E6DFFF5F75,AHP,AHP1,PACKER2,PACKER2,WEEKLY,4,Part & Lantai & Pintu Akrilik Mesin (Frame FD4#-4),"Bersihkan dengan cara di lap popok bekas, NWO sisa splicing yang diberikan cairan toluen, disemprot air gun","Bebas dari debu fluff, sisa glue, dan NWO",Packer 2 (Pria),DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly PACKER 2,TRUE
3F0663E2B8,AHP,AHP1,PACKER2,PACKER2,WEEKLY,5,Part & Lantai & Pintu Akrilik Mesin (Frame FD4#-5),"Bersihkan dengan cara di lap popok bekas, NWO sisa splicing yang diberikan cairan toluen, disemprot air gun","Bebas dari debu fluff, sisa glue, dan NWO",Packer 2 (Pria),DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly PACKER 2,TRUE
D70529A62F,AHP,AHP1,PACKER2,PACKER2,WEEKLY,6,Part & Lantai & Pintu Akrilik Mesin (Frame FD4#-6),"Bersihkan dengan cara di lap popok bekas, NWO sisa splicing yang diberikan cairan toluen, disemprot air gun","Bebas dari debu fluff, sisa glue, dan NWO",Packer 2 (Pria),DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly PACKER 2,TRUE
742E3AFAAE,AHP,AHP1,PACKER2,PACKER2,WEEKLY,7,Part & Lantai & Pintu Akrilik Mesin (Frame FD5#-1),"Bersihkan dengan cara di lap popok bekas, NWO sisa splicing yang diberikan cairan toluen, disemprot air gun","Bebas dari debu fluff, sisa glue, dan NWO",Packer 2 (Pria),DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly PACKER 2,TRUE
C4643DD52D,AHP,AHP1,PACKER2,PACKER2,WEEKLY,8,Part & Lantai & Pintu Akrilik Mesin (Frame FD5#-2),"Bersihkan dengan cara di lap popok bekas, NWO sisa splicing yang diberikan cairan toluen, disemprot air gun","Bebas dari debu fluff, sisa glue, dan NWO",Packer 2 (Pria),DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly PACKER 2,TRUE
950CE523CD,AHP,AHP1,PACKER3,PACKER3,WEEKLY,1,Part & Lantai & Pintu Akrilik Mesin (Frame FD6#-1),"Bersihkan dengan cara di lap popok bekas, NWO sisa splicing yang diberikan cairan toluen, disemprot air gun","Bebas dari debu fluff, sisa glue, dan NWO",Packer 3 (Wanita),DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly PACKER 3,TRUE
C56D510F0B,AHP,AHP1,PACKER3,PACKER3,WEEKLY,2,Part & Lantai & Pintu Akrilik Mesin (Frame FD6#-2),"Bersihkan dengan cara di lap popok bekas, NWO sisa splicing yang diberikan cairan toluen, disemprot air gun","Bebas dari debu fluff, sisa glue, dan NWO",Packer 3 (Wanita),DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly PACKER 3,TRUE
A0F91832D9,AHP,AHP1,PACKER3,PACKER3,WEEKLY,3,Part & Lantai & Pintu Akrilik Mesin (Frame FD7#-1),"Bersihkan dengan cara di lap popok bekas, NWO sisa splicing yang diberikan cairan toluen, disemprot air gun","Bebas dari debu fluff, sisa glue, dan NWO",Packer 3 (Wanita),DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly PACKER 3,TRUE
6AE50176F7,AHP,AHP1,PACKER3,PACKER3,WEEKLY,4,Part & Lantai & Pintu Akrilik Mesin (Frame FD7#-2),"Bersihkan dengan cara di lap popok bekas, NWO sisa splicing yang diberikan cairan toluen, disemprot air gun","Bebas dari debu fluff, sisa glue, dan NWO",Packer 3 (Wanita),DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly PACKER 3,TRUE
C14AC589C9,AHP,AHP1,PACKER4,PACKER4,WEEKLY,1,Part & Lantai & Pintu Akrilik Mesin (Frame FD8#-1),"Bersihkan dengan cara di lap popok bekas, NWO sisa splicing yang diberikan cairan toluen, disemprot air gun","Bebas dari debu fluff, sisa glue, dan NWO",Packer 4 (Wanita),DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly PACKER 4,TRUE
82154E3116,AHP,AHP1,PACKER4,PACKER4,WEEKLY,2,Part & Lantai & Pintu Akrilik Mesin (Frame FD8#-2),"Bersihkan dengan cara di lap popok bekas, NWO sisa splicing yang diberikan cairan toluen, disemprot air gun","Bebas dari debu fluff, sisa glue, dan NWO",Packer 4 (Wanita),DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly PACKER 4,TRUE
EC6A36EB79,AHP,AHP1,PACKER4,PACKER4,WEEKLY,3,Part & Lantai & Pintu Akrilik Mesin (Frame FD8#-3),"Bersihkan dengan cara di lap popok bekas, NWO sisa splicing yang diberikan cairan toluen, disemprot air gun","Bebas dari debu fluff, sisa glue, dan NWO",Packer 4 (Wanita),DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly PACKER 4,TRUE
38F989354C,AHP,AHP1,PACKER4,PACKER4,WEEKLY,4,Part & Lantai & Pintu Akrilik Mesin (Frame FD9#-1),"Bersihkan dengan cara di lap popok bekas, NWO sisa splicing yang diberikan cairan toluen, disemprot air gun","Bebas dari debu fluff, sisa glue, dan NWO",Packer 4 (Wanita),DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly PACKER 4,TRUE
31AA2A051A,AHP,AHP1,PACKER4,PACKER4,WEEKLY,5,Part & Lantai & Pintu Akrilik Mesin (Frame FD9#-2),"Bersihkan dengan cara di lap popok bekas, NWO sisa splicing yang diberikan cairan toluen, disemprot air gun","Bebas dari debu fluff, sisa glue, dan NWO",Packer 4 (Wanita),DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly PACKER 4,TRUE
791A6091AD,AHP,AHP1,PACKER4,PACKER4,WEEKLY,6,Part & Lantai & Pintu Akrilik Mesin (Frame FD10#-1),"Bersihkan dengan cara di lap popok bekas, NWO sisa splicing yang diberikan cairan toluen, disemprot air gun","Bebas dari debu fluff, sisa glue, dan NWO",Packer 4 (Wanita),DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly PACKER 4,TRUE
07EE30629C,AHP,AHP1,PACKER4,PACKER4,WEEKLY,7,Part & Lantai & Pintu Akrilik Mesin (Frame FD10#-2),"Bersihkan dengan cara di lap popok bekas, NWO sisa splicing yang diberikan cairan toluen, disemprot air gun","Bebas dari debu fluff, sisa glue, dan NWO",Packer 4 (Wanita),DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly PACKER 4,TRUE
F652211F9D,AHP,AHP1,PACKER5,PACKER5,WEEKLY,1,Part & Lantai & Pintu Akrilik Mesin (Frame FD11#-1),"Bersihkan dengan cara di lap popok bekas, NWO sisa splicing yang diberikan cairan toluen, disemprot air gun","Bebas dari debu fluff, sisa glue, dan NWO",Packer 5 (Wanita),DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly PACKER 5,TRUE
4E8FE2A780,AHP,AHP1,PACKER5,PACKER5,WEEKLY,2,Part & Lantai & Pintu Akrilik Mesin (Frame FD11#-2),"Bersihkan dengan cara di lap popok bekas, NWO sisa splicing yang diberikan cairan toluen, disemprot air gun","Bebas dari debu fluff, sisa glue, dan NWO",Packer 5 (Wanita),DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly PACKER 5,TRUE
A09EA585C5,AHP,AHP1,PACKER5,PACKER5,WEEKLY,3,Part & Lantai & Pintu Akrilik Mesin (Frame FD12#-1),"Bersihkan dengan cara di lap popok bekas, NWO sisa splicing yang diberikan cairan toluen, disemprot air gun","Bebas dari debu fluff, sisa glue, dan NWO",Packer 5 (Wanita),DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly PACKER 5,TRUE
0BAAACD55A,AHP,AHP1,PACKER5,PACKER5,WEEKLY,4,Part & Lantai & Pintu Akrilik Mesin (Frame FD12#-2),"Bersihkan dengan cara di lap popok bekas, NWO sisa splicing yang diberikan cairan toluen, disemprot air gun","Bebas dari debu fluff, sisa glue, dan NWO",Packer 5 (Wanita),DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly PACKER 5,TRUE
CFBBB84958,AHP,AHP1,PACKER5,PACKER5,WEEKLY,5,Part & Lantai & Pintu Akrilik Mesin (Frame FD13#-1),"Bersihkan dengan cara di lap popok bekas, NWO sisa splicing yang diberikan cairan toluen, disemprot air gun","Bebas dari debu fluff, sisa glue, dan NWO",Packer 5 (Wanita),DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly PACKER 5,TRUE
92804FABE4,AHP,AHP1,PACKER5,PACKER5,WEEKLY,6,Part & Lantai & Pintu Akrilik Mesin (Frame FD13#-2),"Bersihkan dengan cara di lap popok bekas, NWO sisa splicing yang diberikan cairan toluen, disemprot air gun","Bebas dari debu fluff, sisa glue, dan NWO",Packer 5 (Wanita),DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly PACKER 5,TRUE
CC232BE0D1,AHP,AHP1,PACKER6,PACKER6,WEEKLY,1,Part & Lantai & Pintu Akrilik Mesin (Frame FD14#-1),"Bersihkan dengan cara di lap popok bekas, NWO sisa splicing yang diberikan cairan toluen, disemprot air gun","Bebas dari debu fluff, sisa glue, dan NWO",Packer 6 (Wanita),DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly PACKER 6,TRUE
3EA888C9BE,AHP,AHP1,PACKER6,PACKER6,WEEKLY,2,Part & Lantai & Pintu Akrilik Mesin (Frame FD14#-2),"Bersihkan dengan cara di lap popok bekas, NWO sisa splicing yang diberikan cairan toluen, disemprot air gun","Bebas dari debu fluff, sisa glue, dan NWO",Packer 6 (Wanita),DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly PACKER 6,TRUE
261C12673C,AHP,AHP1,PACKER6,PACKER6,WEEKLY,3,Part & Lantai & Pintu Akrilik Mesin (Frame FD14#-3),"Bersihkan dengan cara di lap popok bekas, NWO sisa splicing yang diberikan cairan toluen, disemprot air gun","Bebas dari debu fluff, sisa glue, dan NWO",Packer 6 (Wanita),DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly PACKER 6,TRUE
574B250851,AHP,AHP1,PACKER6,PACKER6,WEEKLY,4,Part & Lantai & Pintu Akrilik Mesin (Frame FD15#-1),"Bersihkan dengan cara di lap popok bekas, NWO sisa splicing yang diberikan cairan toluen, disemprot air gun","Bebas dari debu fluff, sisa glue, dan NWO",Packer 6 (Wanita),DAM/FRM/MEX-08,00,31 Agustus 2023,Weekly & Monthly PACKER 6,TRUE
